Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
4697983;;;;;;1;Gājējs;44;V;Nē;viegli miesas bojājumi
4698111;1;Kravas;PEUGEOT;BIPPER;2013;2;Vadītājs;53;V;Nē;bez miesas bojājumiem
4698111;2;Vieglā;VOLVO;V40;2000;3;Vadītājs;30;V;Nē;bez miesas bojājumiem
4698111;3;Vieglā;;;;4;Vadītājs;;V;Nē;bez miesas bojājumiem
4698111;;;;;;1;Gājējs;79;V;Nē;viegli miesas bojājumi
4698139;1;Kravas;MERCEDES BENZ;ACTROS 2643;2000;1;Vadītājs;75;V;Nē;bez miesas bojājumiem
4698139;2;Vieglā;OPEL;ZAFIRA;1999;2;Vadītājs;36;S;Nē;bez miesas bojājumiem
4698139;3;Velosipēds;;;;3;Velosipēda vadītājs;79;V;Nē;smagi miesas bojājumi
4698468;1;Vieglā;SMART;FORFOUR;2005;3;Vadītājs;29;S;Nē;bez miesas bojājumiem
4698468;2;Vieglā;BMW;X5;2009;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
4698468;3;Vieglā;AUDI;80 AVANT;1993;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
4698468;;;;;;4;Gājējs;15;V;Nē;viegli miesas bojājumi
4699338;1;Vieglā;VOLVO;XC60;2009;5;Vadītājs;24;S;Nē;smagi miesas bojājumi
4699338;2;Vieglā;ALFA ROMEO;159;2006;3;Vadītājs;28;V;Nē;bez miesas bojājumiem
4699338;3;Autobuss;SOLARIS;URBINO 18;2014;4;Vadītājs;29;V;Nē;bez miesas bojājumiem
4699338;4;Vieglā;OPEL;ASTRA CARAVAN;2002;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
4699338;5;Vieglā;ŠKODA;ROOMSTER;2007;2;Vadītājs;46;S;Nē;viegli miesas bojājumi
4751083;1;Vieglā;OPEL;MERIVA;2004;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
4751083;2;Vieglā;BMW;X5;2001;2;Pasažieris;37;V;Jā;bez miesas bojājumiem
4751083;2;Vieglā;BMW;X5;2001;3;Vadītājs;37;V;Jā;bez miesas bojājumiem
4751083;2;Vieglā;BMW;X5;2001;4;Pasažieris;31;V;Jā;bez miesas bojājumiem
4751083;3;Vieglā;VOLVO;S40;2002;6;Vadītājs;23;V;Nē;bez miesas bojājumiem
4751083;4;Vieglā;OPEL;ASTRA;2018;5;Vadītājs;39;V;Nē;viegli miesas bojājumi
4803055;1;Vieglā;BMW;320;2000;3;Vadītājs;20;V;Nē;bez miesas bojājumiem
4803055;1;Vieglā;BMW;320;2000;2;Pasažieris;16;V;Nē;bez miesas bojājumiem
4803055;;;;;;1;Gājējs;40;S;Nē;smagi miesas bojājumi
5570152;1;Vieglā;AUDI;A4;1995;2;Vadītājs;35;V;Nē;gājis bojā
5570152;2;Vieglā;VW;POLO VARIANT;1999;3;Vadītājs;53;S;Nē;bez miesas bojājumiem
5570152;3;Vieglā;OPEL;ASTRA;1992;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
189113049;1;Vieglā;ALFA ROMEO;159 SPORTWAGON;2006;1;Vadītājs;23;S;Nē;bez miesas bojājumiem
189113049;2;Vieglā;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
189113067;1;Vieglā;VW;MULTIVAN;1995;3;Pasažieris;41;S;Nē;viegli miesas bojājumi
189113067;1;Vieglā;VW;MULTIVAN;1995;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
189113067;2;Vieglā;VOLVO;V50;2006;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
189113081;1;Kravas;RENAULT;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
189113098;1;Puspiekabe;KAESSBOHRER;MEGA;2016;4;;;;Nē;
189113098;2;Vieglā;RENAULT;MEGANE;2019;2;Vadītājs;39;V;Nē;smagi miesas bojājumi
189113098;2;Vieglā;RENAULT;MEGANE;2019;3;Pasažieris;7;S;Nē;viegli miesas bojājumi
189113098;3;Kravas;DAF;XF 460 FT;2014;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
189113136;1;Vieglā;FORD;MONDEO;1998;1;Vadītājs;63;S;Nē;bez miesas bojājumiem
189113136;2;Vieglā;CITROEN;C8;2004;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
189113426;1;Vieglā;AUDI;A6 AVANT;1996;1;Vadītājs;36;V;Jā;bez miesas bojājumiem
189113426;2;Vieglā;AUDI;A6;1999;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
189113431;1;Vieglā;AUDI;A6 AVANT;2009;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
189113431;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189113435;1;Vieglā;AUDI;A4;1995;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189113435;2;Vieglā;VOLVO;V70;2000;1;Vadītājs;41;V;Jā;bez miesas bojājumiem
189113506;1;Motocikls;YAMAHA;FZ 6;2007;1;Vadītājs;34;V;Nē;viegli miesas bojājumi
189113549;1;Vieglā;LEXUS;IS 220;2008;1;Vadītājs;29;S;Jā;viegli miesas bojājumi
189113549;2;Vieglā;CHEVROLET;NUBIRA;2005;2;Vadītājs;63;V;Nē;bez miesas bojājumiem
189113688;1;Traktortehnika;;;;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
189113690;1;Velosipēds;;;;1;Velosipēda vadītājs;7;S;Nē;viegli miesas bojājumi
189113899;1;Vieglā;HYUNDAI;IX55;2011;2;Vadītājs;39;S;Nē;bez miesas bojājumiem
189113899;2;Vieglā;AUDI;A4;2007;4;Pasažieris;16;V;Nē;viegli miesas bojājumi
189113899;2;Vieglā;AUDI;A4;2007;3;Pasažieris;39;S;Nē;viegli miesas bojājumi
189113899;2;Vieglā;AUDI;A4;2007;1;Vadītājs;46;V;Nē;viegli miesas bojājumi
189113907;1;Vieglā;OPEL;VECTRA;1997;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
189113907;2;Vieglā;TOYOTA;RAV4;2019;2;Vadītājs;;V;Jā;bez miesas bojājumiem
189113922;1;Vieglā;VW;TRANSPORTER;2004;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
189113922;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189113956;1;Vieglā;ŠKODA;SUPERB;2014;3;;;;Nē;
189113956;2;Vieglā;AUDI;A3;2002;3;;;;Nē;
189113956;;;;;;1;;;V;Nē;bez miesas bojājumiem
189113956;;;;;;2;;;S;Nē;bez miesas bojājumiem
189114006;1;Vieglā;OPEL;ZAFIRA;2006;2;Vadītājs;56;V;Nē;bez miesas bojājumiem
189114006;2;Vieglā;AUDI;A4 AVANT;1998;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
189114006;3;Vieglā;HYUNDAI;I20;2016;3;Vadītājs;32;V;Nē;bez miesas bojājumiem
189114211;1;Vieglā;HYUNDAI;TUCSON;2018;3;;;;Nē;
189114211;2;Vieglā;HONDA;CIVIC;2007;3;;;;Nē;
189114211;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114211;;;;;;2;;;S;Nē;bez miesas bojājumiem
189114235;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
189114265;1;Vieglā;RENAULT;CLIO;2006;2;Vadītājs;68;S;Jā;bez miesas bojājumiem
189114265;;;;;;1;Citi;45;V;Nē;bez miesas bojājumiem
189114268;1;Vieglā;TOYOTA;COROLLA;2014;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
189114268;2;Vieglā;VW;BORA;2002;2;Vadītājs;29;S;Nē;bez miesas bojājumiem
189114375;1;Autobuss;SCANIA;L113;1996;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
189114375;2;Kravas;PEUGEOT;BOXER;2019;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
189114388;1;Vieglā;MERCEDES BENZ;E220;2005;3;;;;Nē;
189114388;2;Vieglā;TOYOTA;AVENSIS;2008;3;;;;Nē;
189114388;;;;;;2;;;S;Nē;bez miesas bojājumiem
189114388;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114424;1;Vieglā;ROVER;75;2004;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
189114424;2;Vieglā;VOLVO;XC70;2006;1;Vadītājs;26;S;Nē;viegli miesas bojājumi
189114463;1;Vieglā;JEEP;CHEROKEE;2005;2;Pasažieris;22;V;Nē;viegli miesas bojājumi
189114463;1;Vieglā;JEEP;CHEROKEE;2005;1;Vadītājs;45;V;Jā;smagi miesas bojājumi
189114638;1;Vieglā;ŠKODA;YETI;2011;3;;;;Nē;
189114638;2;Vieglā;VW;POLO;2013;3;;;;Nē;
189114638;;;;;;1;;;S;Nē;bez miesas bojājumiem
189114638;;;;;;2;;;V;Nē;bez miesas bojājumiem
189114642;1;Vieglā;VW;TIGUAN;2008;3;;;;Nē;
189114642;2;Vieglā;OPEL;ASTRA;1996;3;;;;Nē;
189114642;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114642;;;;;;2;;;V;Nē;bez miesas bojājumiem
189114778;1;Kravas;SCANIA;R124;2005;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
189114805;1;Vieglā;BMW;530;2007;1;Vadītājs;31;S;Nē;bez miesas bojājumiem
189114805;2;Kravas;RENAULT;KERAX;2009;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
189114839;1;Kravas;PEUGEOT;BOXER;2018;2;;;;Nē;
189114839;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114954;1;Vieglā;VW;TOUAREG;2011;1;Vadītājs;69;V;Nē;bez miesas bojājumiem
189114954;2;Vieglā;SEAT;ALTEA XL;2008;2;Vadītājs;24;V;Nē;viegli miesas bojājumi
189114965;1;Vieglā;MITSUBISHI;OUTLANDER;2008;3;;;;Nē;
189114965;2;Vieglā;VOLVO;XC60;2012;3;;;;Nē;
189114965;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114965;;;;;;2;;;S;Nē;bez miesas bojājumiem
189114975;1;Kravas;SCANIA;R114;1999;3;;;;Nē;
189114975;;;;;;2;;;V;Nē;bez miesas bojājumiem
189114975;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114976;1;Vieglā;AUDI;A4 AVANT;2002;3;;;;Nē;
189114976;2;Kravas;CITROEN;BERLINGO;2008;3;;;;Nē;
189114976;;;;;;1;;;V;Nē;bez miesas bojājumiem
189114976;;;;;;2;;;S;Nē;bez miesas bojājumiem
189115028;1;Kravas;SCANIA;R 440;2012;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
189115028;2;Piekabe;JYKI;V31;2012;2;;;;Nē;
189115039;1;Vieglā;SUBARU;XV;2019;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
189115088;1;Kravas;MERCEDES BENZ;ACTROS;2014;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
189115088;2;Puspiekabe;KOGEL;SN 24;2019;2;;;;Nē;
189115156;1;Vieglā;DACIA;SANDERO;2018;1;Vadītājs;72;V;Nē;bez miesas bojājumiem
189115156;2;Vieglā;LEXUS;ES 300H;2019;2;Vadītājs;30;V;Nē;viegli miesas bojājumi
189115289;1;Vieglā;VOLVO;S60;2003;3;;;;Nē;
189115289;2;Vieglā;OPEL;VECTRA;1995;3;;;;Nē;
189115289;;;;;;1;;;S;Nē;bez miesas bojājumiem
189115289;;;;;;2;;;V;Nē;bez miesas bojājumiem
189115357;1;Vieglā;OPEL;ZAFIRA;2000;1;Vadītājs;58;S;Nē;bez miesas bojājumiem
189115357;2;Velosipēds;;;;2;Velosipēda vadītājs;44;S;Jā;bez miesas bojājumiem
189115373;1;Vieglā;FORD;GALAXY;2007;1;Vadītājs;40;S;Nē;bez miesas bojājumiem
189115373;2;Vieglā;VOLVO;S60;2002;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
189115414;1;Vieglā;TOYOTA;COROLLA;2007;1;Vadītājs;67;V;Nē;bez miesas bojājumiem
189115414;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189115457;1;Vieglā;VW;TOURAN;2005;2;Vadītājs;20;S;Nē;bez miesas bojājumiem
189115457;2;Vieglā;KIA;CEE D;2007;1;Vadītājs;43;S;Nē;bez miesas bojājumiem
189115480;1;Kravas;VW;CRAFTER;2015;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
189115480;2;Vieglā;VOLVO;XC60;2014;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189115496;1;Vieglā;AUDI;A6;2000;1;Vadītājs;28;S;Nē;bez miesas bojājumiem
189115588;1;Vieglā;OPEL;ASTRA;;2;Vadītājs;46;V;Nē;bez miesas bojājumiem
189115588;2;Velosipēds;;;;1;Velosipēda vadītājs;33;S;Nē;viegli miesas bojājumi
189115617;1;Motocikls;KAWASAKI;Z 750;2007;1;Vadītājs;50;V;Jā;viegli miesas bojājumi
189115642;1;Vieglā;NISSAN;X TRAIL;2005;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
189115642;2;Kravas;MERCEDES BENZ;VITO;;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
189115653;1;Vieglā;AUDI;A6;1997;2;Vadītājs;40;S;Nē;bez miesas bojājumiem
189115653;2;Mopēds,motorollers;;;;1;Mopēdists;16;V;Jā;viegli miesas bojājumi
189115658;1;Velosipēds;;;;1;Velosipēda vadītājs;34;S;Nē;viegli miesas bojājumi
189115699;1;Vieglā;MITSUBISHI;CARISMA;2002;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
189115699;2;Vieglā;AUDI;A3 SPORTBACK;2013;6;Vadītājs;46;S;Nē;bez miesas bojājumiem
189115699;3;Vieglā;FORD;C-MAX;2009;2;Vadītājs;54;V;Nē;bez miesas bojājumiem
189115699;3;Vieglā;FORD;C-MAX;2009;4;Pasažieris;52;S;Nē;viegli miesas bojājumi
189115699;3;Vieglā;FORD;C-MAX;2009;5;Pasažieris;32;S;Nē;viegli miesas bojājumi
189115699;3;Vieglā;FORD;C-MAX;2009;7;Pasažieris;12;V;Nē;viegli miesas bojājumi
189115699;4;Vieglā;TOYOTA;AYGO;2005;3;Vadītājs;50;V;Nē;bez miesas bojājumiem
189115724;1;Vieglā;TOYOTA;AVENSIS;2017;1;Vadītājs;23;V;Nē;bez miesas bojājumiem
189115735;1;Vieglā;FORD;FOCUS;2000;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
189115735;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189115825;1;Vieglā;CHRYSLER;VOYAGER;2004;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
189115825;2;Vieglā;VOLVO;V70;2004;2;Vadītājs;40;V;Nē;bez miesas bojājumiem
189115827;1;Motocikls;TRIUMPH;TIGER 800 XC;2015;1;Vadītājs;46;V;Nē;viegli miesas bojājumi
189115829;1;Vieglā;AUDI;A4 AVANT;1996;3;;;;Nē;
189115829;2;Vieglā;BMW;525;1989;3;;;;Nē;
189115829;;;;;;1;;;S;Nē;bez miesas bojājumiem
189115829;;;;;;2;;;V;Nē;bez miesas bojājumiem
189115837;1;Vieglā;BMW;318;2003;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
189115837;2;Vieglā;FORD;FOCUS;2010;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
189115837;2;Vieglā;FORD;FOCUS;2010;4;Pasažieris;23;V;Nē;viegli miesas bojājumi
189115837;3;Vieglā;MITSUBISHI;OUTLANDER;2007;3;Vadītājs;31;V;Nē;bez miesas bojājumiem
189115850;1;Vieglā;OPEL;INSIGNIA SPORTS TOUR;2014;2;Vadītājs;35;S;Nē;bez miesas bojājumiem
189115850;2;Traktortehnika;;;;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
189115855;1;Kravas;FORD;TRANSIT COURIER;2017;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
189115855;2;Vieglā;SEAT;ALHAMBRA;2002;1;Vadītājs;64;S;Nē;bez miesas bojājumiem
189115921;1;Vieglā;KIA;CEE D;2019;1;Vadītājs;69;V;Nē;bez miesas bojājumiem
189116004;1;Vieglā;TOYOTA;COROLLA;2005;1;Vadītājs;82;S;Nē;viegli miesas bojājumi
189116004;2;Vieglā;BMW;630D XDRIVE;2017;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
189116020;1;Vieglā;VW;GOLF;2013;3;;;;Nē;
189116020;2;Vieglā;OPEL;MERIVA;2011;3;;;;Nē;
189116020;;;;;;2;;;V;Nē;bez miesas bojājumiem
189116020;;;;;;1;;;V;Nē;bez miesas bojājumiem
189116247;1;Vieglā;AUDI;A6;1995;1;Pasažieris;18;S;Nē;viegli miesas bojājumi
189116247;1;Vieglā;AUDI;A6;1995;2;Vadītājs;19;V;Nē;viegli miesas bojājumi
189116247;1;Vieglā;AUDI;A6;1995;3;Pasažieris;17;S;Nē;viegli miesas bojājumi
189116248;1;Vieglā;MERCEDES BENZ;C220;2002;1;Vadītājs;;V;Nē;bez miesas bojājumiem
189116302;1;Vieglā;MAZDA;6;2003;3;;;;Nē;
189116302;2;Vieglā;PEUGEOT;206;2002;3;;;;Nē;
189116302;;;;;;1;;;S;Nē;bez miesas bojājumiem
189116302;;;;;;2;;;S;Nē;bez miesas bojājumiem
189116383;1;Vieglā;RENAULT;MEGANE;2011;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
189116383;2;Kravas;CITROEN;BERLINGO;2018;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
189116420;1;Vieglā;VOLVO;V70;2002;2;;;;Nē;
189116420;2;Vieglā;FORD;MONDEO;2006;2;;;;Nē;
189116420;;;;;;1;;;V;Nē;bez miesas bojājumiem
189116537;1;Vieglā;VOLVO;850;1995;3;Vadītājs;47;S;Nē;bez miesas bojājumiem
189116537;2;Vieglā;AUDI;A4;2005;2;Vadītājs;27;S;Nē;bez miesas bojājumiem
189116537;3;Vieglā;CITROEN;C3;2006;1;Vadītājs;66;S;Nē;bez miesas bojājumiem
189116556;1;Vieglā;VOLVO;V70;2011;3;;;;Nē;
189116556;2;Vieglā;VW;TOURAN;2003;3;;;;Nē;
189116556;;;;;;2;;;V;Nē;bez miesas bojājumiem
189116556;;;;;;1;;;V;Nē;bez miesas bojājumiem
189116624;1;Vieglā;ŠKODA;SUPERB;2014;3;;;;Nē;
189116624;2;Vieglā;AUDI;A3;2002;3;;;;Nē;
189116624;;;;;;1;;;V;Nē;bez miesas bojājumiem
189116624;;;;;;2;;;S;Nē;bez miesas bojājumiem
189116801;1;Vieglā;OPEL;ZAFIRA;2012;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
189116801;2;Velosipēds;;;;2;Velosipēda vadītājs;15;V;Nē;bez miesas bojājumiem
189116928;1;Vieglā;ŠKODA;FABIA;2007;1;Vadītājs;;;Nē;bez miesas bojājumiem
189116952;1;Vieglā;VOLVO;S60;2002;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
189116952;2;Vieglā;VOLVO;V70;2003;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
189116990;1;Kravas;VOLVO;FH;2018;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
189116990;2;Piekabe;JYKI;V31;2018;4;;;;Nē;
189116990;3;Vieglā;MAZDA;PREMACY;2002;3;Vadītājs;36;S;Nē;bez miesas bojājumiem
189116990;4;Vieglā;CITROEN;BERLINGO 4X4;2013;2;Vadītājs;42;V;Nē;bez miesas bojājumiem
189117009;1;Vieglā;PEUGEOT;EXPERT;2014;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
189117009;2;Vieglā;RENAULT;LAGUNA;2011;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
189117035;1;Kravas;CITROEN;JUMPER;2014;3;;;;Nē;
189117035;2;Kravas;MERCEDES BENZ;410;2000;3;;;;Nē;
189117035;;;;;;1;;;V;Nē;bez miesas bojājumiem
189117035;;;;;;2;;;V;Nē;bez miesas bojājumiem
189117038;1;Kravas;SCANIA;P 270;2007;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
189117038;;;;;;2;Citi;40;V;Nē;bez miesas bojājumiem
189117102;1;Kravas;VOLVO;FH;2016;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
189117102;2;Piekabe;KRONE;;2017;2;;;;Nē;
189117105;1;Vieglā;FORD;FOCUS;1999;1;Vadītājs;40;V;Jā;bez miesas bojājumiem
189117143;1;Vieglā;AUDI;A4 AVANT;2012;2;Vadītājs;27;S;Nē;bez miesas bojājumiem
189117143;2;Kravas;MERCEDES BENZ;917;1997;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
189117171;1;Vieglā;AUDI;A6;2011;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
189117171;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
189117224;1;Kravas;SCANIA;R 420;2007;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
189117224;2;Piekabe;SCHWARZMULLER;;2014;3;;;;Nē;
189117224;3;Traktortehnika;;;;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
189117299;1;Vieglā;MERCEDES BENZ;E200;2002;1;Vadītājs;37;V;Jā;bez miesas bojājumiem
189117307;1;Vieglā;PEUGEOT;407;2006;3;;;;Nē;
189117307;2;Vieglā;AUDI;A5;2007;3;;;;Nē;
189117307;;;;;;2;;;V;Nē;bez miesas bojājumiem
189117307;;;;;;1;;;S;Nē;bez miesas bojājumiem
189117348;1;Vieglā;AUDI;A4 AVANT;2000;3;;;;Nē;
189117348;2;Vieglā;CITROEN;BERLINGO;2009;3;;;;Nē;
189117348;;;;;;1;;;V;Nē;bez miesas bojājumiem
189117348;;;;;;2;;;V;Nē;bez miesas bojājumiem
189117358;1;Vieglā;FORD;FOCUS;2002;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
189117358;2;Vieglā;CITROEN;JUMPY;2018;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
189117370;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
189117405;1;Vieglā;HYUNDAI;TUCSON;2009;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
189117405;2;Vieglā;AUDI;A4;2007;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
189117436;1;Vieglā;VW;PASSAT;2012;3;;;;Nē;
189117436;;;;;;1;;;S;Nē;bez miesas bojājumiem
189117436;;;;;;2;;;V;Nē;bez miesas bojājumiem
189117438;1;Velosipēds;;;;1;Velosipēda vadītājs;61;V;Nē;bez miesas bojājumiem
189117438;2;Velosipēds;;;;2;Velosipēda vadītājs;13;V;Nē;viegli miesas bojājumi
189301097;1;Vieglā;BMW;530;2003;1;Vadītājs;;V;Nē;bez miesas bojājumiem
189301108;1;Vieglā;OPEL;FRONTERA;2000;3;;;;Nē;
189301108;2;Vieglā;HYUNDAI;SANTA FE;2006;3;;;;Nē;
189301108;;;;;;1;;;V;Nē;bez miesas bojājumiem
189301108;;;;;;2;;;V;Nē;bez miesas bojājumiem
189301114;1;Vieglā;AUDI;A4;2008;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
189301124;1;Vieglā;OPEL;ASTRA;2003;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
189301137;1;Vieglā;VW;GOLF;2003;3;;;;Nē;
189301137;2;Kravas;CITROEN;BERLINGO;2019;3;;;;Nē;
189301137;;;;;;2;;;S;Nē;bez miesas bojājumiem
189301137;;;;;;1;;;V;Nē;bez miesas bojājumiem
189301152;1;Vieglā;FORD;TRANSIT;2008;2;;;;Nē;
189301152;2;Vieglā;VW;TOUAREG;2019;2;;;;Nē;
189301152;;;;;;1;;;V;Nē;bez miesas bojājumiem
189301154;1;Vieglā;VW;PASSAT VARIANT;2004;3;;;;Nē;
189301154;;;;;;2;;;S;Nē;bez miesas bojājumiem
189301154;;;;;;1;;;V;Nē;bez miesas bojājumiem
189301178;1;Kravas;PEUGEOT;PARTNER;2007;1;;;;Nē;
189301178;2;Vieglā;OPEL;ASTRA SPORTS TOURER+;2016;1;;;;Nē;
189301180;1;Vieglā;FORD;MONDEO;2009;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
189301192;1;Vieglā;RENAULT;MEGANE;2005;1;Vadītājs;56;S;Nē;bez miesas bojājumiem
189301483;1;Kravas;VW;CRAFTER;2016;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
189301500;1;Vieglā;SAAB;9-5;1999;2;Vadītājs;42;V;Nē;bez miesas bojājumiem
189301500;2;Vieglā;MERCEDES BENZ;A180;2005;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
189301504;1;Vieglā;RENAULT;MEGANE;2014;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
189301521;1;Vieglā;OPEL;INSIGNIA;2011;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
189301526;1;Vieglā;VOLVO;S60;2007;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
189301535;1;Vieglā;AUDI;A6;2004;2;Vadītājs;43;V;Nē;bez miesas bojājumiem
189301535;2;Vieglā;HONDA;ACCORD;2006;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
189301555;1;Vieglā;BMW;320;2004;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
189301555;2;Vieglā;BMW;525;2011;1;Vadītājs;23;V;Nē;bez miesas bojājumiem
189301557;1;Vieglā;BMW;316;1992;1;Vadītājs;30;V;Jā;bez miesas bojājumiem
189301562;1;Vieglā;SEAT;LEON;2000;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
189301562;1;Vieglā;SEAT;LEON;2000;3;Pasažieris;83;S;Nē;viegli miesas bojājumi
189301562;2;Vieglā;VW/AUTO FORM;CRAFTER AMBULANS;2018;2;Vadītājs;70;V;Nē;bez miesas bojājumiem
189301574;1;Vieglā;TOYOTA;RAV4;2014;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
189301586;1;Kravas;MERCEDES BENZ;VITO 108;1998;1;Vadītājs;45;V;Jā;bez miesas bojājumiem
189301592;1;Traktortehnika;;;;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
189301592;2;Traktortehnika;;;;1;Citi;52;V;Nē;bez miesas bojājumiem
189301592;3;Traktortehnika;;;;1;Citi;52;V;Nē;bez miesas bojājumiem
189301592;;;;;;2;Citi;16;V;Nē;viegli miesas bojājumi
189301600;1;Vieglā;VOLVO;S80;1999;1;Vadītājs;22;V;Nē;bez miesas bojājumiem
189301606;1;Vieglā;MAZDA;626;1997;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
189301613;1;Vieglā;VW;MULTIVAN;1996;1;;;;Nē;
189301703;1;Vieglā;BMW;530;2005;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
189301703;2;Vieglā;VOLVO;S80;2004;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
189301706;1;Vieglā;ŠKODA;RAPID;2015;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
189301706;2;Vieglā;MAZDA;3;2003;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
189301725;1;Vieglā;VOLVO;V70;2000;1;;;;Nē;
189301725;2;Vieglā;VW;TRANSPORTER;2009;1;;;;Nē;
189301788;1;Vieglā;TOYOTA;COROLLA;2005;1;Vadītājs;29;S;Nē;bez miesas bojājumiem
189301831;1;Kravas;IVECO;35C11;2000;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
189301831;2;Vieglā;FORD;TRANSIT;2007;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
189301839;1;Kravas;VW;CADDY;2018;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
